strain,T-45,T-20,T0,T23,T27,T30,T60,T70,T80,T100
0.22,2198.265868,1318.265868,526.2658681,460.2658681,438.2658681,416.2658681,328.2658681,273.2658681,218.2658681,108.2658681
0.221,2208.719074,1324.719074,529.1190745,462.8190745,440.7190745,418.6190745,330.2190745,274.9690745,219.7190745,109.2190745
0.222,2219.801915,1331.801915,532.6019147,466.0019147,443.8019147,421.6019147,332.8019147,277.3019147,221.8019147,110.8019147
0.223,2233.438061,1341.438061,538.6380606,471.7380606,449.4380606,427.1380606,337.9380606,282.1880606,226.4380606,114.9380606
0.224,2238.654297,1342.654297,536.2542974,469.0542974,446.6542974,424.2542974,334.6542974,278.6542974,222.6542974,110.6542974
0.225,2249.00498,1349.00498,539.00498,471.50498,449.00498,426.50498,336.50498,280.25498,224.00498,111.50498
0.226,2261.695433,1357.695433,544.0954334,476.2954334,453.6954334,431.0954334,340.6954334,284.1954334,227.6954334,114.6954334
0.227,2269.717483,1361.717483,544.517483,476.417483,453.717483,431.017483,340.217483,283.467483,226.717483,113.217483
0.228,2280.399232,1368.399232,547.5992317,479.1992317,456.3992317,433.5992317,342.3992317,285.3992317,228.3992317,114.3992317
0.229,2292.023979,1376.023979,551.623979,482.923979,460.023979,437.123979,345.523979,288.273979,231.023979,116.523979
0.23,2300.695389,1380.695389,552.6953887,483.6953887,460.6953887,437.6953887,345.6953887,288.1953887,230.6953887,115.6953887
0.231,2308.961625,1384.961625,553.3616251,484.0616251,460.9616251,437.8616251,345.4616251,287.7116251,229.9616251,114.4616251
0.232,2320.093686,1392.093686,556.8936857,487.2936857,464.0936857,440.8936857,348.0936857,290.0936857,232.0936857,116.0936857
0.233,2329.086684,1397.086684,558.2866842,488.3866842,465.0866842,441.7866842,348.5866842,290.3366842,232.0866842,115.5866842
0.234,2341.151457,1405.151457,562.7514571,492.5514571,469.1514571,445.7514571,352.1514571,293.6514571,235.1514571,118.1514571
0.235,2350.010558,1410.010558,564.0105581,493.5105581,470.0105581,446.5105581,352.5105581,293.7605581,235.0105581,117.5105581
0.236,2360.136909,1416.136909,566.5369088,495.7369088,472.1369088,448.5369088,354.1369088,295.1369088,236.1369088,118.1369088
0.237,2375.691367,1427.691367,574.4913669,503.3913669,479.6913669,455.9913669,361.1913669,301.9413669,242.6913669,124.1913669
0.238,2378.815678,1426.815678,570.0156775,498.6156775,474.8156775,451.0156775,355.8156775,296.3156775,236.8156775,117.8156775
0.239,2390.526813,1434.526813,574.1268125,502.4268125,478.5268125,454.6268125,359.0268125,299.2768125,239.5268125,120.0268125
0.24,2400.466457,1440.466457,576.4664571,504.4664571,480.4664571,456.4664571,360.4664571,300.4664571,240.4664571,120.4664571
0.241,2409.820739,1445.820739,578.2207392,505.9207392,481.8207392,457.7207392,361.3207392,301.0707392,240.8207392,120.3207392
0.242,2420.685644,1452.685644,581.4856442,508.8856442,484.6856442,460.4856442,363.6856442,303.1856442,242.6856442,121.6856442
0.243,2430.44751,1458.44751,583.6475097,510.7475097,486.4475097,462.1475097,364.9475097,304.1975097,243.4475097,121.9475097
0.244,2439.235592,1463.235592,584.8355925,511.6355925,487.2355925,462.8355925,365.2355925,304.2355925,243.2355925,121.2355925
0.245,2449.879674,1469.879674,587.879674,514.379674,489.879674,465.379674,367.379674,306.129674,244.879674,122.379674
0.246,2459.498064,1475.498064,589.8980645,516.0980645,491.4980645,466.8980645,368.4980645,306.9980645,245.4980645,122.4980645
0.247,2471.327158,1483.327158,594.1271576,520.0271576,495.3271576,470.6271576,371.8271576,310.0771576,248.3271576,124.8271576
0.248,2478.477808,1486.477808,593.6778082,519.2778082,494.4778082,469.6778082,370.4778082,308.4778082,246.4778082,122.4778082
0.249,2490.201838,1494.201838,597.8018384,523.1018384,498.2018384,473.3018384,373.7018384,311.4518384,249.2018384,124.7018384
0.25,2501.830653,1501.830653,601.8306525,526.8306525,501.8306525,476.8306525,376.8306525,314.3306525,251.8306525,126.8306525
0.251,2511.011588,1507.011588,603.4115879,528.1115879,503.0115879,477.9115879,377.5115879,314.7615879,252.0115879,126.5115879
0.252,2521.524791,1513.524791,606.3247911,530.7247911,505.5247911,480.3247911,379.5247911,316.5247911,253.5247911,127.5247911
0.253,2531.125605,1519.125605,608.3256046,532.4256046,507.1256046,481.8256046,380.6256046,317.3756046,254.1256046,127.6256046
0.254,2540.622317,1524.622317,610.2223171,534.0223171,508.6223171,483.2223171,381.6223171,318.1223171,254.6223171,127.6223171
0.255,2551.157274,1531.157274,613.1572744,536.6572744,511.1572744,485.6572744,383.6572744,319.9072744,256.1572744,128.6572744
0.256,2558.070826,1534.070826,612.4708264,535.6708264,510.0708264,484.4708264,382.0708264,318.0708264,254.0708264,126.0708264
0.257,2568.417853,1540.417853,615.217853,538.117853,512.417853,486.717853,383.917853,319.667853,255.417853,126.917853
0.258,2579.631709,1547.631709,618.8317085,541.4317085,515.6317085,489.8317085,386.6317085,322.1317085,257.6317085,128.6317085
0.259,2590.736665,1554.736665,622.3366654,544.6366654,518.7366654,492.8366654,389.2366654,324.4866654,259.7366654,130.2366654
0.26,2600.450098,1560.450098,624.4500979,546.4500979,520.4500979,494.4500979,390.4500979,325.4500979,260.4500979,130.4500979
0.261,2613.210113,1569.210113,629.6101132,551.3101132,525.2101132,499.1101132,394.7101132,329.4601132,264.2101132,133.7101132
0.262,2621.809712,1573.809712,630.6097122,552.0097122,525.8097122,499.6097122,394.8097122,329.3097122,263.8097122,132.8097122
0.263,2631.638197,1579.638197,632.8381973,553.9381973,527.6381973,501.3381973,396.1381973,330.3881973,264.6381973,133.1381973
0.264,2639.82135,1583.82135,633.4213498,554.2213498,527.8213498,501.4213498,395.8213498,329.8213498,263.8213498,131.8213498
0.265,2650.379372,1590.379372,636.3793723,556.8793723,530.3793723,503.8793723,397.8793723,331.6293723,265.3793723,132.8793723
0.266,2659.047545,1595.047545,637.4475446,557.6475446,531.0475446,504.4475446,398.0475446,331.5475446,265.0475446,132.0475446
0.267,2671.238682,1603.238682,642.0386815,561.9386815,535.2386815,508.5386815,401.7386815,334.9886815,268.2386815,134.7386815
0.268,2677.559969,1605.559969,640.7599691,560.3599691,533.5599691,506.7599691,399.5599691,332.5599691,265.5599691,131.5599691
0.269,2689.56202,1613.56202,645.1620197,564.4620197,537.5620197,510.6620197,403.0620197,335.8120197,268.5620197,134.0620197
0.27,2697.832559,1617.832559,645.8325588,564.8325588,537.8325588,510.8325588,402.8325588,335.3325588,267.8325588,132.8325588
0.271,2710.872436,1626.872436,651.2724361,569.9724361,542.8724361,515.7724361,407.3724361,339.6224361,271.8724361,136.3724361
0.272,2719.612326,1631.612326,652.4123262,570.8123262,543.6123262,516.4123262,407.6123262,339.6123262,271.6123262,135.6123262
0.273,2730.737291,1638.737291,655.9372906,574.0372906,546.7372906,519.4372906,410.2372906,341.9872906,273.7372906,137.2372906
0.274,2738.395439,1642.395439,655.9954388,573.7954388,546.3954388,518.9954388,409.3954388,340.8954388,272.3954388,135.3954388
0.275,2748.379089,1648.379089,658.3790892,575.8790892,548.3790892,520.8790892,410.8790892,342.1290892,273.3790892,135.8790892
0.276,2759.490317,1655.490317,661.8903175,579.0903175,551.4903175,523.8903175,413.4903175,344.4903175,275.4903175,137.4903175
0.277,2770.044068,1662.044068,664.844068,581.744068,554.044068,526.344068,415.544068,346.294068,277.044068,138.544068
0.278,2775.447733,1663.447733,662.6477327,579.2477327,551.4477327,523.6477327,412.4477327,342.9477327,273.4477327,134.4477327
0.279,2790.673909,1674.673909,670.2739094,586.5739094,558.6739094,530.7739094,419.1739094,349.4239094,279.6739094,140.1739094
0.28,2802.734018,1682.734018,674.7340178,590.7340178,562.7340178,534.7340178,422.7340178,352.7340178,282.7340178,142.7340178
0.281,2808.004941,1684.004941,672.4049408,588.1049408,560.0049408,531.9049408,419.5049408,349.2549408,279.0049408,138.5049408
0.282,2819.340792,1691.340792,676.1407921,591.5407921,563.3407921,535.1407921,422.3407921,351.8407921,281.3407921,140.3407921
0.283,2827.969751,1695.969751,677.1697509,592.2697509,563.9697509,535.6697509,422.4697509,351.7197509,280.9697509,139.4697509
0.284,2836.987764,1700.987764,678.5877638,593.3877638,564.9877638,536.5877638,422.9877638,351.9877638,280.9877638,138.9877638
0.285,2850.801692,1710.801692,684.8016923,599.3016923,570.8016923,542.3016923,428.3016923,357.0516923,285.8016923,143.3016923
0.286,2860.337043,1716.337043,686.737043,600.937043,572.337043,543.737043,429.337043,357.837043,286.337043,143.337043
0.287,2869.483917,1721.483917,688.2839173,602.1839173,573.4839173,544.7839173,429.9839173,358.2339173,286.4839173,142.9839173
0.288,2880.894119,1728.894119,692.0941186,605.6941186,576.8941186,548.0941186,432.8941186,360.8941186,288.8941186,144.8941186
0.289,2890.766776,1734.766776,694.3667755,607.6667755,578.7667755,549.8667755,434.2667755,362.0167755,289.7667755,145.2667755
0.29,2902.897184,1742.897184,698.8971836,611.8971836,582.8971836,553.8971836,437.8971836,365.3971836,292.8971836,147.8971836
0.291,2910.760337,1746.760337,699.1603367,611.8603367,582.7603367,553.6603367,437.2603367,364.5103367,291.7603367,146.2603367
0.292,2918.633823,1750.633823,699.4338229,611.8338229,582.6338229,553.4338229,436.6338229,363.6338229,290.6338229,144.6338229
0.293,2930.470216,1758.470216,703.6702158,615.7702158,586.4702158,557.1702158,439.9702158,366.7202158,293.4702158,146.9702158
0.294,2941.000339,1765.000339,706.6003393,618.4003393,589.0003393,559.6003393,442.0003393,368.5003393,295.0003393,148.0003393
0.295,2950.116706,1770.116706,708.116706,619.616706,590.116706,560.616706,442.616706,368.866706,295.116706,147.616706
0.296,2958.815029,1774.815029,709.2150293,620.4150293,590.8150293,561.2150293,442.8150293,368.8150293,294.8150293,146.8150293
0.297,2967.665624,1779.665624,710.4656236,621.3656236,591.6656236,561.9656236,443.1656236,368.9156236,294.6656236,146.1656236
0.298,2981.614583,1789.614583,716.8145832,627.4145832,597.6145832,567.8145832,448.6145832,374.1145832,299.6145832,150.6145832
0.299,2991.534287,1795.534287,719.1342868,629.4342868,599.5342868,569.6342868,450.0342868,375.2842868,300.5342868,151.0342868
0.3,2999.588441,1799.588441,719.5884406,629.5884406,599.5884406,569.5884406,449.5884406,374.5884406,299.5884406,149.5884406
0.301,3010.559788,1806.559788,722.9597875,632.6597875,602.5597875,572.4597875,452.0597875,376.8097875,301.5597875,151.0597875
0.302,3020.346719,1812.346719,725.1467189,634.5467189,604.3467189,574.1467189,453.3467189,377.8467189,302.3467189,151.3467189
0.303,3030.698328,1818.698328,727.8983278,636.9983278,606.6983278,576.3983278,455.1983278,379.4483278,303.6983278,152.1983278
0.304,3041.577286,1825.577286,731.1772859,639.9772859,609.5772859,579.1772859,457.5772859,381.5772859,305.5772859,153.5772859
0.305,3049.312658,1829.312658,731.312658,639.812658,609.312658,578.812658,456.812658,380.562658,304.312658,151.812658
0.306,3060.862993,1836.862993,735.2629926,643.4629926,612.8629926,582.2629926,459.8629926,383.3629926,306.8629926,153.8629926
0.307,3070.443789,1842.443789,737.2437893,645.1437893,614.4437893,583.7437893,460.9437893,384.1937893,307.4437893,153.9437893
0.308,3078.725719,1846.725719,737.9257193,645.5257193,614.7257193,583.9257193,460.7257193,383.7257193,306.7257193,152.7257193
0.309,3090.209318,1854.209318,741.8093185,649.1093185,618.2093185,587.3093185,463.7093185,386.4593185,309.2093185,154.7093185
0.31,3099.960005,1859.960005,743.9600054,650.9600054,619.9600054,588.9600054,464.9600054,387.4600054,309.9600054,154.9600054
0.311,3111.753557,1867.753557,748.1535568,654.8535568,623.7535568,592.6535568,468.2535568,390.5035568,312.7535568,157.2535568
0.312,3119.276271,1871.276271,748.0762707,654.4762707,623.2762707,592.0762707,467.2762707,389.2762707,311.2762707,155.2762707
0.313,3128.801842,1876.801842,750.0018417,656.1018417,624.8018417,593.5018417,468.3018417,390.0518417,311.8018417,155.3018417
0.314,3139.246755,1883.246755,752.8467547,658.6467547,627.2467547,595.8467547,470.2467547,391.7467547,313.2467547,156.2467547
0.315,3151.040712,1891.040712,757.0407117,662.5407117,631.0407117,599.5407117,473.5407117,394.7907117,316.0407117,158.5407117
0.316,3159.819447,1895.819447,758.2194466,663.4194466,631.8194466,600.2194466,473.8194466,394.8194466,315.8194466,157.8194466
0.317,3169.921221,1901.921221,760.7212213,665.6212213,633.9212213,602.2212213,475.4212213,396.1712213,316.9212213,158.4212213
0.318,3180.057618,1908.057618,763.2576177,667.8576177,636.0576177,604.2576177,477.0576177,397.5576177,318.0576177,159.0576177
0.319,3189.84979,1913.84979,765.4497904,669.7497904,637.8497904,605.9497904,478.3497904,398.5997904,318.8497904,159.3497904
0.32,0,1918.556492,766.5564923,670.5564923,638.5564923,606.5564923,478.5564923,398.5564923,318.5564923,158.5564923
0.321,0,1926.605384,771.0053845,674.7053845,642.6053845,610.5053845,482.1053845,401.8553845,321.6053845,161.1053845
0.322,0,1931.867623,772.6676228,676.0676228,643.8676228,611.6676228,482.8676228,402.3676228,321.8676228,160.8676228
0.323,0,1936.31608,773.5160799,676.6160799,644.3160799,612.0160799,482.8160799,402.0660799,321.3160799,159.8160799
0.324,0,1945.528571,779.1285713,681.9285713,649.5285713,617.1285713,487.5285713,406.5285713,325.5285713,163.5285713
0.325,0,1951.77461,781.7746103,684.2746103,651.7746103,619.2746103,489.2746103,408.0246103,326.7746103,164.2746103
0.326,0,1955.122403,781.5224029,683.7224029,651.1224029,618.5224029,488.1224029,406.6224029,325.1224029,162.1224029
0.327,0,1963.330378,786.1303779,688.0303779,655.3303779,622.6303779,491.8303779,410.0803779,328.3303779,164.8303779
0.328,0,1966.49445,785.6944498,687.2944498,654.4944498,621.6944498,490.4944498,408.4944498,326.4944498,162.4944498
0.329,0,1974.092605,789.6926054,690.9926054,658.0926054,625.1926054,493.5926054,411.3426054,329.0926054,164.5926054
0.33,0,1980.226313,792.2263126,693.2263126,660.2263126,627.2263126,495.2263126,412.7263126,330.2263126,165.2263126
0.331,0,1986.622151,795.0221514,695.7221514,662.6221514,629.5221514,497.1221514,414.3721514,331.6221514,166.1221514
0.332,0,1992.322181,797.1221812,697.5221812,664.3221812,631.1221812,498.3221812,415.3221812,332.3221812,166.3221812
0.333,0,1997.956135,799.1561349,699.2561349,665.9561349,632.6561349,499.4561349,416.2061349,332.9561349,166.4561349
0.334,0,2001.394227,798.9942271,698.7942271,665.3942271,631.9942271,498.3942271,414.8942271,331.3942271,164.3942271
0.335,0,2008.578883,802.5788831,702.0788831,668.5788831,635.0788831,501.0788831,417.3288831,333.5788831,166.0788831
0.336,0,2017.237918,807.637918,706.837918,673.237918,639.637918,505.237918,421.237918,337.237918,169.237918
0.337,0,2021.468254,808.2682545,707.1682545,673.4682545,639.7682545,504.9682545,420.7182545,336.4682545,167.9682545
0.338,0,2027.014841,810.2148407,708.8148407,675.0148407,641.2148407,506.0148407,421.5148407,337.0148407,168.0148407
0.339,0,2033.819827,813.4198268,711.7198268,677.8198268,643.9198268,508.3198268,423.5698268,338.8198268,169.3198268
0.34,0,2040.895884,816.8958838,714.8958838,680.8958838,646.8958838,510.8958838,425.8958838,340.8958838,170.8958838
0.341,0,2045.175992,817.5759917,715.2759917,681.1759917,647.0759917,510.6759917,425.4259917,340.1759917,169.6759917
0.342,0,2051.004742,819.804742,717.204742,683.004742,648.804742,512.004742,426.504742,341.004742,170.004742
0.343,0,2057.59761,822.7976101,719.8976101,685.5976101,651.2976101,514.0976101,428.3476101,342.5976101,171.0976101
0.344,0,2064.395304,825.9953042,722.7953042,688.3953042,653.9953042,516.3953042,430.3953042,344.3953042,172.3953042
0.345,0,2070.340284,828.3402839,724.8402839,690.3402839,655.8402839,517.8402839,431.5902839,345.3402839,172.8402839
0.346,0,2075.991774,830.3917743,726.5917743,691.9917743,657.3917743,518.9917743,432.4917743,345.9917743,172.9917743
0.347,0,2082.19976,832.9997603,728.8997603,694.1997603,659.4997603,520.6997603,433.9497603,347.1997603,173.6997603
0.348,0,2087.389025,834.5890253,730.1890253,695.3890253,660.5890253,521.3890253,434.3890253,347.3890253,173.3890253
0.349,0,2094.137702,837.7377021,733.0377021,698.1377021,663.2377021,523.6377021,436.3877021,349.1377021,174.6377021
0.35,0,2100.377372,840.3773719,735.3773719,700.3773719,665.3773719,525.3773719,437.8773719,350.3773719,175.3773719
0.351,0,2106.986886,843.3868861,738.0868861,702.9868861,667.8868861,527.4868861,439.7368861,351.9868861,176.4868861
0.352,0,2111.387614,844.1876139,738.5876139,703.3876139,668.1876139,527.3876139,439.3876139,351.3876139,175.3876139
0.353,0,2117.05773,846.25773,740.35773,705.05773,669.75773,528.55773,440.30773,352.05773,175.55773
0.354,0,2126.210255,851.8102546,745.6102546,710.2102546,674.8102546,533.2102546,444.7102546,356.2102546,179.2102546
0.355,0,2130.608762,852.6087618,746.1087618,710.6087618,675.1087618,533.1087618,444.3587618,355.6087618,178.1087618
0.356,0,2134.907112,853.3071116,746.5071116,710.9071116,675.3071116,532.9071116,443.9071116,354.9071116,176.9071116
0.357,0,2142.205487,857.0054871,749.9054871,714.2054871,678.5054871,535.7054871,446.4554871,357.2054871,178.7054871
0.358,0,2147.758818,858.9588182,751.5588182,715.7588182,679.9588182,536.7588182,447.2588182,357.7588182,178.7588182
0.359,0,2154.602804,862.2028035,754.5028035,718.6028035,682.7028035,539.1028035,449.3528035,359.6028035,180.1028035
0.36,0,2160.879399,864.8793994,756.8793994,720.8793994,684.8793994,540.8793994,450.8793994,360.8793994,180.8793994
0.361,0,2164.450685,864.8506851,756.5506851,720.4506851,684.3506851,539.9506851,449.7006851,359.4506851,178.9506851
0.362,0,2172.164678,868.9646784,760.3646784,724.1646784,687.9646784,543.1646784,452.6646784,362.1646784,181.1646784
0.363,0,2177.078147,870.2781469,761.3781469,725.0781469,688.7781469,543.5781469,452.8281469,362.0781469,180.5781469
0.364,0,2184.245261,873.8452612,764.6452612,728.2452612,691.8452612,546.2452612,455.2452612,364.2452612,182.2452612
0.365,0,2189.124157,875.1241573,765.6241573,729.1241573,692.6241573,546.6241573,455.3741573,364.1241573,181.6241573
0.366,0,2193.10996,875.5099604,765.7099604,729.1099604,692.5099604,546.1099604,454.6099604,363.1099604,180.1099604
0.367,0,2203.819476,882.6194756,772.5194756,735.8194756,699.1194756,552.3194756,460.5694756,368.8194756,185.3194756
0.368,0,2211.437558,886.6375581,776.2375581,739.4375581,702.6375581,555.4375581,463.4375581,371.4375581,187.4375581
0.369,0,2214.135711,885.735711,775.035711,738.135711,701.235711,553.635711,461.385711,369.135711,184.635711
0.37,0,2220.598113,888.5981133,777.5981133,740.5981133,703.5981133,555.5981133,463.0981133,370.5981133,185.5981133
0.371,0,2227.82003,892.2200301,780.9200301,743.8200301,706.7200301,558.3200301,465.5700301,372.8200301,187.3200301
0.372,0,2231.617265,892.4172648,780.8172648,743.6172648,706.4172648,557.6172648,464.6172648,371.6172648,185.6172648
0.373,0,2239.906632,897.1066322,785.2066322,747.9066322,710.6066322,561.4066322,468.1566322,374.9066322,188.4066322
0.374,0,2243.059318,896.6593177,784.4593177,747.0593177,709.6593177,560.0593177,466.5593177,373.0593177,186.0593177
0.375,0,2250.249343,900.2493434,787.7493434,750.2493434,712.7493434,562.7493434,468.9993434,375.2493434,187.7493434
0.376,0,2256.689539,903.0895388,790.2895388,752.6895388,715.0895388,564.6895388,470.6895388,376.6895388,188.6895388
0.377,0,2264.85182,907.6518198,794.5518198,756.8518198,719.1518198,568.3518198,474.1018198,379.8518198,191.3518198
0.378,0,2271.590899,910.7908987,797.3908987,759.5908987,721.7908987,570.5908987,476.0908987,381.5908987,192.5908987
0.379,0,2273.776188,909.376188,795.676188,757.776188,719.876188,568.276188,473.526188,378.776188,189.276188
0.38,0,2280.441273,912.4412727,798.4412727,760.4412727,722.4412727,570.4412727,475.4412727,380.4412727,190.4412727
0.381,0,2283.81127,912.2112698,797.9112698,759.8112698,721.7112698,569.3112698,474.0612698,378.8112698,188.3112698
0.382,0,2290.626668,915.4266675,800.8266675,762.6266675,724.4266675,571.6266675,476.1266675,380.6266675,189.6266675
0.383,0,2298.03524,919.2352395,804.3352395,766.0352395,727.7352395,574.5352395,478.7852395,383.0352395,191.5352395
0.384,0,2305.222896,922.8228958,807.6228958,769.2228958,730.8228958,577.2228958,481.2228958,385.2228958,193.2228958
0.385,0,2310.028152,924.0281521,808.5281521,770.0281521,731.5281521,577.5281521,481.2781521,385.0281521,192.5281521
0.386,0,2318.012729,928.4127291,812.6127291,774.0127291,735.4127291,581.0127291,484.5127291,388.0127291,195.0127291
0.387,0,2322.443637,929.2436367,813.1436367,774.4436367,735.7436367,580.9436367,484.1936367,387.4436367,193.9436367
0.388,0,2328.03094,931.2309403,814.8309403,776.0309403,737.2309403,582.0309403,485.0309403,388.0309403,194.0309403
0.389,0,2333.21452,932.81452,816.11452,777.21452,738.31452,582.71452,485.46452,388.21452,193.71452
0.39,0,2339.37743,935.3774301,818.3774301,779.3774301,740.3774301,584.3774301,486.8774301,389.3774301,194.3774301
0.391,0,2345.889377,938.2893775,820.9893775,781.8893775,742.7893775,586.3893775,488.6393775,390.8893775,195.3893775
0.392,0,2353.772283,942.5722834,824.9722834,785.7722834,746.5722834,589.7722834,491.7722834,393.7722834,197.7722834
0.393,0,2356.991801,942.1918006,824.2918006,784.9918006,745.6918006,588.4918006,490.2418006,391.9918006,195.4918006
0.394,0,2366.021596,947.6215955,829.4215955,790.0215955,750.6215955,593.0215955,494.5215955,396.0215955,199.0215955
0.395,0,2369.672932,947.6729319,829.1729319,789.6729319,750.1729319,592.1729319,493.4229319,394.6729319,197.1729319
0.396,0,2378.710744,953.1107444,834.3107444,794.7107444,755.1107444,596.7107444,497.7107444,398.7107444,200.7107444
0.397,0,2379.853715,950.6537149,831.5537149,791.8537149,752.1537149,593.3537149,494.1037149,394.8537149,196.3537149
0.398,0,2385.968141,953.1681407,833.7681407,793.9681407,754.1681407,594.9681407,495.4681407,395.9681407,196.9681407
0.399,0,2393.424493,957.0244935,837.3244935,797.4244935,757.5244935,597.9244935,498.1744935,398.4244935,198.9244935
0.4,0,2400.476517,960.4765169,840.4765169,800.4765169,760.4765169,600.4765169,500.4765169,400.4765169,200.4765169
0.401,0,2406.984349,963.3843492,843.0843492,802.9843492,762.8843492,602.4843492,502.2343492,401.9843492,201.4843492
0.402,0,2411.440847,964.2408471,843.6408471,803.4408471,763.2408471,602.4408471,501.9408471,401.4408471,200.4408471
0.403,0,2419.905566,969.1055657,848.2055657,807.9055657,767.6055657,606.4055657,505.6555657,404.9055657,203.4055657
0.404,0,2425.3471,970.9470997,849.7470997,809.3470997,768.9470997,607.3470997,506.3470997,405.3470997,203.3470997
0.405,0,2430.704715,972.7047148,851.2047148,810.7047148,770.2047148,608.2047148,506.9547148,405.7047148,203.2047148
0.406,0,2435.308135,973.7081352,851.9081352,811.3081352,770.7081352,608.3081352,506.8081352,405.3081352,202.3081352
0.407,0,2442.496865,977.2968652,855.1968652,814.4968652,773.7968652,610.9968652,509.2468652,407.4968652,203.9968652
0.408,0,2447.498227,978.6982267,856.2982267,815.4982267,774.6982267,611.4982267,509.4982267,407.4982267,203.4982267
0.409,0,2451.861994,979.4619941,856.7619941,815.8619941,774.9619941,611.3619941,509.1119941,406.8619941,202.3619941
0.41,0,2459.230119,983.2301189,860.2301189,819.2301189,778.2301189,614.2301189,511.7301189,409.2301189,204.2301189
0.411,0,2466.712266,987.1122656,863.8122656,822.7122656,781.6122656,617.2122656,514.4622656,411.7122656,206.2122656
0.412,0,2473.100626,989.900626,866.300626,825.100626,783.900626,619.100626,516.100626,413.100626,207.100626
0.413,0,2475.604026,988.8040261,864.9040261,823.6040261,782.3040261,617.1040261,513.8540261,410.6040261,204.1040261
0.414,0,2483.120404,992.7204042,868.5204042,827.1204042,785.7204042,620.1204042,516.6204042,413.1204042,206.1204042
0.415,0,2486.983773,992.9837727,868.4837727,826.9837727,785.4837727,619.4837727,515.7337727,411.9837727,204.4837727
0.416,0,2497.326549,999.7265492,874.9265492,833.3265492,791.7265492,625.3265492,521.3265492,417.3265492,209.3265492
0.417,0,2498.494592,997.2945917,872.1945917,830.4945917,788.7945917,621.9945917,517.7445917,413.4945917,204.9945917
0.418,0,2509.112271,1004.312271,878.9122707,837.1122707,795.3122707,628.1122707,523.6122707,419.1122707,210.1122707
0.419,0,2516.49886,1008.09886,882.3988599,840.4988599,798.5988599,630.9988599,526.2488599,421.4988599,211.9988599
0.42,0,2521.346178,1009.346178,883.3461776,841.3461776,799.3461776,631.3461776,526.3461776,421.3461776,211.3461776
0.421,0,2527.0133,1011.4133,885.1133001,843.0133001,800.9133001,632.5133001,527.2633001,422.0133001,211.5133001
0.422,0,2532.577149,1013.377149,886.7771488,844.5771488,802.3771488,633.5771488,528.0771488,422.5771488,211.5771488
0.423,0,2537.061088,1014.261088,887.3610879,845.0610879,802.7610879,633.5610879,527.8110879,422.0610879,210.5610879
0.424,0,2542.787474,1016.387474,889.187474,846.787474,804.387474,634.787474,528.787474,422.787474,210.787474
0.425,0,2551.057,1021.057,893.5569996,851.0569996,808.5569996,638.5569996,532.3069996,426.0569996,213.5569996
0.426,0,2553.704237,1020.104237,892.3042371,849.7042371,807.1042371,636.7042371,530.2042371,423.7042371,210.7042371
0.427,0,2559.818796,1022.618796,894.5187957,851.8187957,809.1187957,638.3187957,531.5687957,424.8187957,211.3187957
0.428,0,2567.239606,1026.439606,898.0396064,855.2396064,812.4396064,641.2396064,534.2396064,427.2396064,213.2396064
0.429,0,2572.985312,1028.585312,899.8853117,856.9853117,814.0853117,642.4853117,535.2353117,427.9853117,213.4853117
0.43,0,2581.551263,1033.551263,904.5512631,861.5512631,818.5512631,646.5512631,539.0512631,431.5512631,216.5512631
0.431,0,2586.169208,1034.569208,905.2692077,862.1692077,819.0692077,646.6692077,538.9192077,431.1692077,215.6692077
0.432,0,2591.844738,1036.644738,907.0447385,863.8447385,820.6447385,647.8447385,539.8447385,431.8447385,215.8447385
0.433,0,2599.40444,1040.60444,910.7044396,867.4044396,824.1044396,650.9044396,542.6544396,434.4044396,217.9044396
0.434,0,2602.0507,1039.6507,909.4507003,866.0507003,822.6507003,649.0507003,540.5507003,432.0507003,215.0507003
0.435,0,2610.227613,1044.227613,913.7276127,870.2276127,826.7276127,652.7276127,543.9776127,435.2276127,217.7276127
0.436,0,2617.484337,1047.884337,917.0843366,873.4843366,829.8843366,655.4843366,546.4843366,437.4843366,219.4843366
0.437,0,2619.687235,1046.487235,915.3872352,871.6872352,827.9872352,653.1872352,543.9372352,434.6872352,216.1872352
0.438,0,2626.574108,1049.774108,918.3741078,874.5741078,830.7741078,655.5741078,546.0741078,436.5741078,217.5741078
0.439,0,2633.480904,1053.080904,921.3809038,877.4809038,833.5809038,657.9809038,548.2309038,438.4809038,218.9809038
0.44,0,2641.728415,1057.728415,925.7284148,881.7284148,837.7284148,661.7284148,551.7284148,441.7284148,221.7284148
0.441,0,2646.241038,1058.641038,926.3410378,882.2410378,838.1410378,661.7410378,551.4910378,441.2410378,220.7410378
0.442,0,2651.794315,1060.594315,927.9943147,883.7943147,839.5943147,662.7943147,552.2943147,441.7943147,220.7943147
0.443,0,2657.272691,1062.472691,929.5726908,885.2726908,840.9726908,663.7726908,553.0226908,442.2726908,220.7726908
0.444,0,2663.89669,1065.49669,932.2966904,887.8966904,843.4966904,665.8966904,554.8966904,443.8966904,221.8966904
0.445,0,2669.660443,1067.660443,934.1604435,889.6604435,845.1604435,667.1604435,555.9104435,444.6604435,222.1604435
0.446,0,2675.35838,1069.75838,935.9583803,891.3583803,846.7583803,668.3583803,556.8583803,445.3583803,222.3583803
0.447,0,2682.163409,1072.963409,938.8634091,894.1634091,849.4634091,670.6634091,558.9134091,447.1634091,223.6634091
